wall_iso,ts,gfx_mhz,gfx_max_mhz,mem_mhz,sm_mhz,power_w,power_limit_w,power_default_w,temp_c,util_pct,mem_used_mib,pstate,throttle_active,thr_sw_thermal,thr_hw_thermal,thr_hw_power_brake,thr_sw_power_cap,thr_gpu_idle
2026-08-25T21:56:03+08:00,2026/08/25 21:56:03.376, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.05 W, 350.00 W, 350.00 W, 65, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:08+08:00,2026/08/25 21:56:08.410, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.62 W, 350.00 W, 350.00 W, 65, 87 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:13+08:00,2026/08/25 21:56:13.437, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.47 W, 350.00 W, 350.00 W, 64, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:18+08:00,2026/08/25 21:56:18.473, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 226.22 W, 350.00 W, 350.00 W, 66, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:23+08:00,2026/08/25 21:56:23.508, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 240.21 W, 350.00 W, 350.00 W, 65, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:28+08:00,2026/08/25 21:56:28.535, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.80 W, 350.00 W, 350.00 W, 66, 92 %, 22620 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:56:33+08:00,2026/08/25 21:56:33.561, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 234.79 W, 350.00 W, 350.00 W, 65, 96 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:38+08:00,2026/08/25 21:56:38.588, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.16 W, 350.00 W, 350.00 W, 65, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:43+08:00,2026/08/25 21:56:43.613, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.08 W, 350.00 W, 350.00 W, 66, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:48+08:00,2026/08/25 21:56:48.641, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 228.91 W, 350.00 W, 350.00 W, 64, 44 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:53+08:00,2026/08/25 21:56:53.667, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 241.87 W, 350.00 W, 350.00 W, 65, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:56:58+08:00,2026/08/25 21:56:58.693, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 232.73 W, 350.00 W, 350.00 W, 65, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:03+08:00,2026/08/25 21:57:03.721, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 236.56 W, 350.00 W, 350.00 W, 65, 91 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:08+08:00,2026/08/25 21:57:08.749, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 238.44 W, 350.00 W, 350.00 W, 66, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:13+08:00,2026/08/25 21:57:13.777, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 238.72 W, 350.00 W, 350.00 W, 65, 94 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:18+08:00,2026/08/25 21:57:18.804, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 233.51 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:23+08:00,2026/08/25 21:57:23.833, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 242.22 W, 350.00 W, 350.00 W, 65, 95 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:28+08:00,2026/08/25 21:57:28.860, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 231.74 W, 350.00 W, 350.00 W, 65, 90 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:33+08:00,2026/08/25 21:57:33.888, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 238.95 W, 350.00 W, 350.00 W, 65, 92 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:38+08:00,2026/08/25 21:57:38.916, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.72 W, 350.00 W, 350.00 W, 65, 94 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:43+08:00,2026/08/25 21:57:43.951, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 239.01 W, 350.00 W, 350.00 W, 66, 89 %, 22620 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:57:48+08:00,2026/08/25 21:57:48.979, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 168.62 W, 350.00 W, 350.00 W, 62, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:57:54+08:00,2026/08/25 21:57:54.015, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.97 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:57:59+08:00,2026/08/25 21:57:59.052, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.10 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:04+08:00,2026/08/25 21:58:04.088, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 226.49 W, 350.00 W, 350.00 W, 63, 91 %, 22576 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:09+08:00,2026/08/25 21:58:09.113, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 238.58 W, 350.00 W, 350.00 W, 64, 94 %, 22576 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:58:14+08:00,2026/08/25 21:58:14.142, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 230.65 W, 350.00 W, 350.00 W, 63, 90 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:58:19+08:00,2026/08/25 21:58:19.171, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.66 W, 350.00 W, 350.00 W, 64, 91 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:58:24+08:00,2026/08/25 21:58:24.199, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 239.30 W, 350.00 W, 350.00 W, 65, 91 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:29+08:00,2026/08/25 21:58:29.227, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 229.79 W, 350.00 W, 350.00 W, 64, 91 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:34+08:00,2026/08/25 21:58:34.255, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.09 W, 350.00 W, 350.00 W, 64, 92 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:39+08:00,2026/08/25 21:58:39.283, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 231.93 W, 350.00 W, 350.00 W, 64, 90 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:58:44+08:00,2026/08/25 21:58:44.310, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.75 W, 350.00 W, 350.00 W, 65, 90 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:49+08:00,2026/08/25 21:58:49.337, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 229.85 W, 350.00 W, 350.00 W, 64, 91 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:58:54+08:00,2026/08/25 21:58:54.365, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.97 W, 350.00 W, 350.00 W, 64, 94 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:58:59+08:00,2026/08/25 21:58:59.393, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.30 W, 350.00 W, 350.00 W, 65, 91 %, 22582 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:59:04+08:00,2026/08/25 21:59:04.419, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 256.01 W, 350.00 W, 350.00 W, 65, 91 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:09+08:00,2026/08/25 21:59:09.448, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 229.24 W, 350.00 W, 350.00 W, 64, 94 %, 22582 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:14+08:00,2026/08/25 21:59:14.477, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 223.73 W, 350.00 W, 350.00 W, 65, 82 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:19+08:00,2026/08/25 21:59:19.505, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 246.06 W, 350.00 W, 350.00 W, 65, 94 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:24+08:00,2026/08/25 21:59:24.534, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 231.34 W, 350.00 W, 350.00 W, 64, 94 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:29+08:00,2026/08/25 21:59:29.563, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 228.58 W, 350.00 W, 350.00 W, 64, 95 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:34+08:00,2026/08/25 21:59:34.594, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 230.62 W, 350.00 W, 350.00 W, 65, 87 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:39+08:00,2026/08/25 21:59:39.622, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 232.68 W, 350.00 W, 350.00 W, 65, 87 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:59:44+08:00,2026/08/25 21:59:44.655, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.05 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:49+08:00,2026/08/25 21:59:49.688, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 236.37 W, 350.00 W, 350.00 W, 66, 91 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:54+08:00,2026/08/25 21:59:54.720, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 230.27 W, 350.00 W, 350.00 W, 65, 92 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:59:59+08:00,2026/08/25 21:59:59.744, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.41 W, 350.00 W, 350.00 W, 65, 94 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:00:04+08:00,2026/08/25 22:00:04.773, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 225.29 W, 350.00 W, 350.00 W, 66, 94 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:00:09+08:00,2026/08/25 22:00:09.807, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 239.41 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:14+08:00,2026/08/25 22:00:14.840, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 234.30 W, 350.00 W, 350.00 W, 66, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:19+08:00,2026/08/25 22:00:19.868, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 241.85 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:00:24+08:00,2026/08/25 22:00:24.894, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 233.68 W, 350.00 W, 350.00 W, 66, 92 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:29+08:00,2026/08/25 22:00:29.919, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 237.79 W, 350.00 W, 350.00 W, 66, 93 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:00:34+08:00,2026/08/25 22:00:34.946, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 170.56 W, 350.00 W, 350.00 W, 63, 0 %, 346 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:39+08:00,2026/08/25 22:00:39.975, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 168.11 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:44+08:00,2026/08/25 22:00:45.009, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.61 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:50+08:00,2026/08/25 22:00:50.045, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.06 W, 350.00 W, 350.00 W, 64, 89 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:00:55+08:00,2026/08/25 22:00:55.072, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 233.03 W, 350.00 W, 350.00 W, 64, 91 %, 22574 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:01:00+08:00,2026/08/25 22:01:00.098, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 228.42 W, 350.00 W, 350.00 W, 63, 94 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:01:05+08:00,2026/08/25 22:01:05.127, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 236.51 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:10+08:00,2026/08/25 22:01:10.156, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.49 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:01:15+08:00,2026/08/25 22:01:15.184, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 241.78 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:20+08:00,2026/08/25 22:01:20.210, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 235.24 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:01:25+08:00,2026/08/25 22:01:25.237, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.68 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:30+08:00,2026/08/25 22:01:30.265, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.20 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:35+08:00,2026/08/25 22:01:35.295, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 234.94 W, 350.00 W, 350.00 W, 65, 88 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:40+08:00,2026/08/25 22:01:40.322, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.18 W, 350.00 W, 350.00 W, 66, 87 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:45+08:00,2026/08/25 22:01:45.349, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.99 W, 350.00 W, 350.00 W, 65, 86 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:50+08:00,2026/08/25 22:01:50.378, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 236.10 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:01:55+08:00,2026/08/25 22:01:55.403, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.45 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:00+08:00,2026/08/25 22:02:00.429, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.10 W, 350.00 W, 350.00 W, 65, 89 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:05+08:00,2026/08/25 22:02:05.456, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 225.02 W, 350.00 W, 350.00 W, 64, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:02:10+08:00,2026/08/25 22:02:10.487, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 231.50 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:15+08:00,2026/08/25 22:02:15.513, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.36 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:20+08:00,2026/08/25 22:02:20.540, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 226.72 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:25+08:00,2026/08/25 22:02:25.565, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.16 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:30+08:00,2026/08/25 22:02:30.592, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 243.11 W, 350.00 W, 350.00 W, 66, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:35+08:00,2026/08/25 22:02:35.620, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 241.57 W, 350.00 W, 350.00 W, 66, 92 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T22:02:40+08:00,2026/08/25 22:02:40.649, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 168.70 W, 350.00 W, 350.00 W, 62, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:45+08:00,2026/08/25 22:02:45.685, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.90 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:50+08:00,2026/08/25 22:02:50.719, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.05 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:02:55+08:00,2026/08/25 22:02:55.754, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.99 W, 350.00 W, 350.00 W, 63, 86 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:00+08:00,2026/08/25 22:03:00.783, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.17 W, 350.00 W, 350.00 W, 64, 88 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:05+08:00,2026/08/25 22:03:05.810, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.56 W, 350.00 W, 350.00 W, 64, 88 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:10+08:00,2026/08/25 22:03:10.840, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 219.51 W, 350.00 W, 350.00 W, 64, 88 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:15+08:00,2026/08/25 22:03:15.867, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.50 W, 350.00 W, 350.00 W, 63, 88 %, 22570 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:20+08:00,2026/08/25 22:03:20.894, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 218.98 W, 350.00 W, 350.00 W, 64, 88 %, 22572 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:25+08:00,2026/08/25 22:03:25.921, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 229.85 W, 350.00 W, 350.00 W, 64, 88 %, 22572 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:30+08:00,2026/08/25 22:03:30.949, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.63 W, 350.00 W, 350.00 W, 64, 85 %, 22572 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:35+08:00,2026/08/25 22:03:35.974, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 236.78 W, 350.00 W, 350.00 W, 64, 89 %, 22572 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:40+08:00,2026/08/25 22:03:41.000, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.85 W, 350.00 W, 350.00 W, 64, 86 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:46+08:00,2026/08/25 22:03:46.026, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 234.36 W, 350.00 W, 350.00 W, 64, 88 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:51+08:00,2026/08/25 22:03:51.054, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 230.85 W, 350.00 W, 350.00 W, 64, 89 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:03:56+08:00,2026/08/25 22:03:56.078, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.10 W, 350.00 W, 350.00 W, 64, 86 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:04:01+08:00,2026/08/25 22:04:01.103, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 233.72 W, 350.00 W, 350.00 W, 65, 88 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:04:06+08:00,2026/08/25 22:04:06.128, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 233.52 W, 350.00 W, 350.00 W, 65, 88 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:04:11+08:00,2026/08/25 22:04:11.156, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 213.89 W, 350.00 W, 350.00 W, 64, 91 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:04:16+08:00,2026/08/25 22:04:16.183, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 229.22 W, 350.00 W, 350.00 W, 65, 86 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T22:04:21+08:00,2026/08/25 22:04:21.211, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 216.23 W, 350.00 W, 350.00 W, 64, 89 %, 22580 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
