ts,util,mem_used,temp,pstate,clk_sm,clk_mem,pwr,throttle
2026/08/28 17:15:33.649, 100 %, 17618 MiB, 60, P2, 1950 MHz, 9501 MHz, 163.69 W, 0x0000000000000000
2026/08/28 17:15:38.678, 100 %, 17618 MiB, 59, P2, 1950 MHz, 9501 MHz, 163.13 W, 0x0000000000000000
2026/08/28 17:15:43.700, 100 %, 20250 MiB, 58, P2, 1950 MHz, 9501 MHz, 158.39 W, 0x0000000000000000
2026/08/28 17:15:48.718, 71 %, 20276 MiB, 65, P2, 1935 MHz, 9501 MHz, 277.87 W, 0x0000000000000000
2026/08/28 17:15:53.740, 69 %, 20280 MiB, 64, P2, 1935 MHz, 9501 MHz, 280.05 W, 0x0000000000000000
2026/08/28 17:15:58.763, 69 %, 20288 MiB, 65, P2, 1935 MHz, 9501 MHz, 295.62 W, 0x0000000000000000
2026/08/28 17:16:03.785, 72 %, 20288 MiB, 68, P2, 1935 MHz, 9501 MHz, 311.36 W, 0x0000000000000000
2026/08/28 17:16:08.804, 66 %, 20288 MiB, 69, P2, 1935 MHz, 9501 MHz, 312.59 W, 0x0000000000000000
2026/08/28 17:16:13.858, 0 %, 82 MiB, 63, P3, 1935 MHz, 9751 MHz, 165.38 W, 0x0000000000000000
2026/08/28 17:16:18.896, 100 %, 17618 MiB, 62, P2, 1950 MHz, 9501 MHz, 148.45 W, 0x0000000000000000
2026/08/28 17:16:23.921, 100 %, 17618 MiB, 61, P2, 1950 MHz, 9501 MHz, 166.34 W, 0x0000000000000000
2026/08/28 17:16:28.946, 99 %, 20136 MiB, 60, P2, 1950 MHz, 9501 MHz, 166.54 W, 0x0000000000000000
2026/08/28 17:16:33.967, 63 %, 20276 MiB, 66, P2, 1935 MHz, 9501 MHz, 309.30 W, 0x0000000000000000
2026/08/28 17:16:38.987, 40 %, 20288 MiB, 62, P2, 1935 MHz, 9501 MHz, 234.02 W, 0x0000000000000000
